Title,Link,PropertyType,Price,Location,State,Bedrooms,Bathrooms,Area,Down_Payment,Payment_Method,Price_Per_M
"Apartment for sale, 165 sq m - in Sawary - View of Solik Villas - Price: EGP 10,271,000",https://www.bayut.eg/en/property/details-503095115.html,Apartment,10271000,Sawari,Moharam Bik,4,3,165,2054250,Installments,62248.48
Apartment for sale 140m – Osafra Bahri,https://www.bayut.eg/en/property/details-503067466.html,Apartment,4500000,Asafra,Asafra,3,2,140,0,Cash,32142.86
"ew listing in Sawary Compound Apartment for sale, 145 sq m, Sawary Compound (Immediate occupancy - Club view)",https://www.bayut.eg/en/property/details-503066998.html,Apartment,8700000,Sawari,Moharam Bik,3,2,145,870000,Installments,60000.0
Apartment for sale 160 M Gleem (Diab ST),https://www.bayut.eg/en/property/details-502823785.html,Apartment,5500000,Glim,Glim,3,2,160,0,Cash,34375.0
"Apartment for sale, 101 sq m, Sawary Compound",https://www.bayut.eg/en/property/details-503049428.html,Apartment,5555000,Sawari,Moharam Bik,2,2,101,1100000,Installments,55000.0
"Apartment 334 sq m - in Montazah - Montazah View - Price: EGP 21,643,200",https://www.bayut.eg/en/property/details-503100215.html,Apartment,21643200,Montazah,Montazah,4,3,334,5410800,Installments,64800.0
"New listing in Sawary Compound Apartment for sale, 173 sq m, in Sawary Compound (sea view - open view - delivery 2026 - price per meter: EGP 53,000)",https://www.bayut.eg/en/property/details-503041531.html,Apartment,8900000,Sawari,Moharam Bik,3,3,173,2000000,Installments,51445.09
"Apartment for sale, 156 sq m, in Sawary Compound (Solik Gardens)",https://www.bayut.eg/en/property/details-503080734.html,Apartment,9360000,Sawari,Moharam Bik,3,3,156,936000,Installments,60000.0
"Apartment for sale, 129 sq m, Smouha - The One",https://www.bayut.eg/en/property/details-503038861.html,Apartment,9450000,The One,Smouha,2,2,129,472500,Installments,73255.81
"Apartment for sale, 85 sq m - in the ""Skyline"" project - landscape view - priced at EGP 6,600,000",https://www.bayut.eg/en/property/details-503100905.html,Apartment,6600000,Orouba Skyline,Smouha,2,2,85,3925000,Installments,77647.06
"A villa photographed on Mamdouh Zahran Street, Baking Maryout, registered building permit final",https://www.bayut.eg/en/property/details-503095263.html,Villa,13000000,King Mariout,King Mariout,5,5,1000,0,Installments,13000.0
"Palace for sale at a bargain price in King Mariout, Alexandria",https://www.bayut.eg/en/property/details-503087242.html,Villa,26000000,King Mariout,King Mariout,6,7,1500,0,Cash,17333.33
"Apartment for sale, 108 sq m, Smouha - Marouj Compound",https://www.bayut.eg/en/property/details-503038799.html,Apartment,5891750,Murooj,Smouha,2,1,108,1178350,Installments,54553.24
Apartment for sale 145m – Fleming,https://www.bayut.eg/en/property/details-503090341.html,Apartment,4200000,Fleming,Fleming,3,1,145,0,Cash,28965.52
"Apartment for sale, 169 sq m, Smouha - The One",https://www.bayut.eg/en/property/details-503038962.html,Apartment,12441000,The One,Smouha,3,3,169,622000,Installments,73615.38
Apartment for sale 220 m in Smouha (Al-Safwa),https://www.bayut.eg/en/property/details-503090234.html,Apartment,12500000,Smouha,Smouha,3,3,220,0,Cash,56818.18
Duplex for sale 250m – Kafr Obada,https://www.bayut.eg/en/property/details-503071045.html,Duplex,8000000,Kafr Abdo,Kafr Abdo,4,2,250,0,Cash,32000.0
Apartment for sale 145m in Glaim,https://www.bayut.eg/en/property/details-502876090.html,Apartment,5200000,Glim,Glim,3,1,145,0,Cash,35862.07
"Apartment for sale, 130 sqm, in Glim, Radio Street.",https://www.bayut.eg/en/property/details-503078799.html,Apartment,4000000,Glim,Glim,2,1,130,0,Cash,30769.23
"Standalone villa for sale – 650 m, Alex West (Antoniadis area)",https://www.bayut.eg/en/property/details-503015459.html,Villa,30000000,Alex West,Agami,3,4,650,0,Cash,46153.85
"Apartment for sale, 195 sq m, Loran (direct tram line)",https://www.bayut.eg/en/property/details-502873843.html,Apartment,6500000,Laurent,Laurent,3,1,195,0,Cash,33333.33
"Lower villa for sale, 300 sq m, Palm Hills Alexandria Compound",https://www.bayut.eg/en/property/details-502966363.html,Villa,17500000,Palm Hills,Palm Hills,5,3,300,14000000,Installments,58333.33
"Apartment for sale, 188 sq m, Palm Hills Compound, Alexandria",https://www.bayut.eg/en/property/details-502966139.html,Apartment,14000000,Palm Hills,Palm Hills,4,3,188,3500000,Installments,74468.09
"Villa in King Mariout on an area of 500 m, sewage, gas, landline, and all services available. For contact through the office, Mr. Omar. 01201066974",https://www.bayut.eg/en/property/details-503100837.html,Villa,3300000,King Mariout,King Mariout,3,2,500,0,Cash,6600.0
"Apartment for sale, 485 sq m, Smouha",https://www.bayut.eg/en/property/details-503071616.html,Apartment,23500000,Smouha,Smouha,5,5,485,0,Cash,48453.61
"Apartment for sale, 158 sq m, Loran (steps from the tram - clear sea view)",https://www.bayut.eg/en/property/details-502869729.html,Apartment,5700000,Laurent,Laurent,3,2,158,0,Cash,36075.95
Apartment for sale in Smouha – Prime location,https://www.bayut.eg/en/property/details-503087003.html,Apartment,3500000,Smouha,Smouha,3,1,115,0,Cash,30434.78
"Apartment for sale in Smouha, near Al-Riyada School, Police Towers",https://www.bayut.eg/en/property/details-503104230.html,Apartment,3700000,Smouha,Smouha,2,1,110,0,Cash,33636.36
"Apartment for sale, 75 sq m, Rushdi, Abu Qir Street",https://www.bayut.eg/en/property/details-503077326.html,Apartment,3100000,Roushdy,Roushdy,2,1,75,0,Cash,41333.33
"Apartment for sale, 130 sq m - Sidi Bishr Bahri (El-Essawy Street)",https://www.bayut.eg/en/property/details-503074563.html,Apartment,2950000,Sidi Beshr,Sidi Beshr,3,1,130,0,Cash,22692.31
"Penthouse for sale, 267 sq m, Smouha - Marouj Compound",https://www.bayut.eg/en/property/details-503072053.html,Penthouse,10445000,Murooj,Smouha,3,2,267,1044500,Installments,39119.85
Apartment for sale – Excellent opportunity for living and investment First row on the beach – Miami – Alexandria,https://www.bayut.eg/en/property/details-502970343.html,Apartment,8000000,Sidi Beshr,Sidi Beshr,3,2,150,0,Cash,53333.33
"Apartment for sale 136 m - Miami - Al-Issawi Street, main - price 2,700,000 million",https://www.bayut.eg/en/property/details-502832147.html,Apartment,2700000,Miami,Miami,3,2,136,0,Cash,19852.94
شقة أرضى للبيع فى شاطىءالنخيل خطوات للبحر والأسواق (٣غرف) مسجلة,https://www.bayut.eg/en/property/details-203615314.html,Apartment,820000,Nakheel,Nakheel,3,1,150,0,Cash,5466.67
Apartment for sale a few steps from the Air Defense El-Agamy Al-Nakheel,https://www.bayut.eg/en/property/details-503096790.html,Apartment,820000,Nakheel,Nakheel,2,1,85,0,Cash,9647.06
"Apartment (3 bedrooms) in Al-Ajmi, Palm Beach Shatt Al-Nakheel, with ultra-lux finish",https://www.bayut.eg/en/property/details-503075152.html,Apartment,980000,Nakheel,Nakheel,3,1,120,0,Cash,8166.67
Your Opportunity for Living or Investment in Sawary Saloga – Delivery Within One Year,https://www.bayut.eg/en/property/details-503073770.html,Apartment,9242100,Sawari,Moharam Bik,4,2,163,119805,Installments,56700.0
"Apartment for Sale – 105 sqm, Miami off El-Eisawy St.",https://www.bayut.eg/en/property/details-503072485.html,Apartment,2000000,Miami,Miami,3,1,105,0,Cash,19047.62
"Apartment for sale, 195 sq m, Smouha - Valori Antoniadis Compound",https://www.bayut.eg/en/property/details-503072438.html,Apartment,7215000,Valore Antoniades,Smouha,3,3,195,2164500,Installments,37000.0
A distinctive apartment for sale in a strategic location – Super Lux finishing – A great deal!,https://www.bayut.eg/en/property/details-503072298.html,Apartment,3700000,Miami,Miami,3,1,150,0,Cash,24666.67
"Townhouse Corner Villa for Sale, 234 sq m Palm Hills Compound, Alexandria",https://www.bayut.eg/en/property/details-503070833.html,Townhouse,21612000,Palm Hills,Palm Hills,4,5,234,9000000,Installments,92358.97
"Standalone villa for sale, 408 sq m, Sawary Compound - Solik Gardens",https://www.bayut.eg/en/property/details-503070753.html,Villa,48000000,Sawari,Moharam Bik,8,6,408,4000000,Installments,117647.06
"Two apartments for sale, connected to each other – suitable for residential use",https://www.bayut.eg/en/property/details-503063036.html,Apartment,6000000,Laurent,Laurent,4,3,300,0,Cash,20000.0
Apartment for sale 230 m Smoha (steps from the Andalusian),https://www.bayut.eg/en/property/details-503008462.html,Apartment,5900000,Smouha,Smouha,4,1,230,0,Cash,25652.17
"Twin House with Penthouse for Sale, 256 sq m Land + 273 sq m Built-up Area, Palm Hills Compound, Alexandria (Prime View",https://www.bayut.eg/en/property/details-502970258.html,Twin House,25000000,Palm Hills,Palm Hills,4,4,273,21000000,Installments,91575.09
"Apartment for sale, 300 sq m, Smouha (Zaki Ragab Street)",https://www.bayut.eg/en/property/details-502814138.html,Apartment,11300000,Smouha,Smouha,3,3,300,0,Cash,37666.67
"Apartment for sale, 157 m² - Sidi Gaber",https://www.bayut.eg/en/property/details-502710822.html,Apartment,5400000,Sidi Gaber,Sidi Gaber,3,2,157,0,Cash,34394.9
"Apartment for sale, 160 m², Sa Stefano",https://www.bayut.eg/en/property/details-502698242.html,Apartment,3900000,San Stefano,San Stefano,3,1,160,0,Cash,24375.0
"Apartment for sale, 257 m, Smouha (Fawzy Moaz Street)",https://www.bayut.eg/en/property/details-502664871.html,Apartment,13700000,Smouha,Smouha,3,3,257,0,Cash,53307.39
"3-bedroom VIP apartment with a great discount, fully finished, landscape view, in the best location in Alexandria, Smouha",https://www.bayut.eg/en/property/details-502661054.html,Apartment,8610000,Smouha,Smouha,3,3,187,0,Cash,46042.78
"Seize the opportunity with the biggest discount on cash, a 4-room apartment with top-quality finishing in the heart of Smouha, Alexandria",https://www.bayut.eg/en/property/details-502660812.html,Apartment,11900000,Smouha,Smouha,4,3,240,0,Cash,49583.33
"Invest now in a 130m² fully finished apartment in the heart of Smouha, Alexandria, with a low down payment and payment in very convenient installments",https://www.bayut.eg/en/property/details-502660762.html,Apartment,9700000,Smouha,Smouha,3,2,130,485000,Installments,74615.38
"Villa 800 meters, registered, final corner plot",https://www.bayut.eg/en/property/details-502509261.html,Villa,15000000,King Mariout,King Mariout,7,6,800,0,Cash,18750.0
A distinctive apartment for sale in a strategic location – Super Lux finishing – A great deal!,https://www.bayut.eg/en/property/details-503073602.html,Apartment,4750000,Montazah,Montazah,3,2,165,0,Cash,28787.88
Own Your Unit Now in Sawary Compound – Fully Finished with 5-Year Installments,https://www.bayut.eg/en/property/details-503072847.html,Apartment,8631900,Sawari,Moharam Bik,3,2,139,111895,Installments,62100.0
"Duplex apartment for sale, 270 sq m - Sidi Bishr",https://www.bayut.eg/en/property/details-503071319.html,Duplex,4000000,Sidi Beshr,Sidi Beshr,4,3,270,0,Cash,14814.81
Apartment for sale 200 m in Loran (steps from Abu Qir Street),https://www.bayut.eg/en/property/details-503009402.html,Apartment,6000000,Laurent,Laurent,3,2,199,0,Cash,30150.75
Villa for sale,https://www.bayut.eg/en/property/details-503106334.html,Villa,5000000,King Mariout,King Mariout,3,2,2200,0,Cash,2272.73
"Apartment for sale, 220 sq m, Loran (Abdel Moneim El Dalil Street).",https://www.bayut.eg/en/property/details-503073103.html,Apartment,8000000,Laurent,Laurent,3,2,220,0,Cash,36363.64
Your opportunity in the heart of Alexandria! Palm Hills Alexandria Compound,https://www.bayut.eg/en/property/details-502178146.html,Apartment,15700000,Palm Hills,Palm Hills,3,2,180,785000,Installments,87222.22
"Villa for sale, 628 sq, Borg El Arab - Villas Only Compound",https://www.bayut.eg/en/property/details-503070677.html,Villa,13000000,Borg El Arab,Borg El Arab,4,3,628,0,Cash,20700.64
"Apartment for sale, 178 sq m, Alex West Compound",https://www.bayut.eg/en/property/details-503077990.html,Apartment,7350000,Alex West,Agami,3,3,178,367000,Installments,41292.13
Saba Pasha – In front of El-Marghany Palace,https://www.bayut.eg/en/property/details-503072746.html,Apartment,8700000,Saba Pasha,Saba Basha,3,1,188,0,Cash,46276.6
"Apartment for sale, 145 sq m, Smouha - Valori Compound - next to Smouha Club on El Naql Wal Handasa Street",https://www.bayut.eg/en/property/details-502970501.html,Apartment,5250000,Valore,Smouha,3,2,145,0,Cash,36206.9
"Apartment for sale, 170 sq m net, Smouha (Al-Sayyadla Compound – next to the new Security Directorate)",https://www.bayut.eg/en/property/details-502968837.html,Apartment,5500000,Pharma City Compound,Smouha,3,2,170,0,Cash,32352.94
"Apartment for sale, 175 sq m, Asafra Bahri (direct sea view)",https://www.bayut.eg/en/property/details-502912607.html,Apartment,7500000,Asafra,Asafra,3,2,175,0,Cash,42857.14
Apartment 136 sqm in Ganaklis (a few steps from Abu Qir),https://www.bayut.eg/en/property/details-502854145.html,Apartment,3200000,Gianaclis,Gianaclis,3,2,136,0,Cash,23529.41
"Duplex for sale, 250 sq m, Rushdi",https://www.bayut.eg/en/property/details-502808220.html,Duplex,15500000,Roushdy,Roushdy,4,3,250,0,Cash,62000.0
Villa for sale at a bargain price in King Mariout,https://www.bayut.eg/en/property/details-503089757.html,Villa,4500000,King Mariout,King Mariout,4,5,350,0,Cash,12857.14
Apartment for Sale – Sidi Bishr – 150 sqm (El Eissawy St. ),https://www.bayut.eg/en/property/details-503074248.html,Apartment,4400000,Sidi Beshr,Sidi Beshr,3,1,150,0,Cash,29333.33
"Apartment for sale, 250 sq m - Smouha (Mostafa Kamel Street)",https://www.bayut.eg/en/property/details-503077113.html,Apartment,8200000,Smouha,Smouha,3,2,250,0,Cash,32800.0
فيلا 1000متر تشطيب سوبر لوكس,https://www.bayut.eg/en/property/details-204486173.html,Villa,10000000,Amreya,Amreya,5,5,1000,0,Cash,10000.0
Apartment for Sale – 185 sqm – Sporting Steps from the Sea,https://www.bayut.eg/en/property/details-503069011.html,Apartment,4800000,Sporting,Sporting,3,2,185,0,Cash,25945.95
Apartment for sale 135 m Smouha Open view overlooking El Nasr Club,https://www.bayut.eg/en/property/details-502664913.html,Apartment,3650000,Smouha,Smouha,3,1,135,0,Cash,27037.04
"Apartment for sale, 250 sqm Saba Pasha (on the tram line, next to the German Hospital)",https://www.bayut.eg/en/property/details-502298984.html,Apartment,6650000,Saba Pasha,Saba Basha,3,3,250,0,Cash,26600.0
"Ultra Lux apartment, Street (8), in Al-Ajoumi, Al-Nakhil, Alexandria",https://www.bayut.eg/en/property/details-503122568.html,Apartment,490000,Nakheel,Nakheel,1,1,70,0,Cash,7000.0
Villa for sale,https://www.bayut.eg/en/property/details-503122541.html,Villa,12000000,King Mariout,King Mariout,6,5,600,0,Cash,20000.0
"Apartment at 21st kilometer, Palm Beach, a minute from the beach. Finishing the Tِra Lux",https://www.bayut.eg/en/property/details-503122394.html,Apartment,790000,Nakheel,Nakheel,2,1,100,0,Cash,7900.0
"Apartment (3 bedrooms and 2 bathrooms) in Alexandria, Palm Beach by the sea, with ultra-lux finishing.",https://www.bayut.eg/en/property/details-503122359.html,Apartment,950000,Nakheel,Nakheel,3,2,130,0,Cash,7307.69
"Apartment for sale a few steps from Al-Mawh Al-Hamli (?), near the sea in Al-`Azmi/El Amri? The phrase seems: 'شقة للبيع خطوات منوالبحر العجمي النخيل الإسكندرية' may refer to: 'Apartment for sale a few steps from Al-Wah Al-Bahr Al-Ajmi Al-Nakhil, Alexandria'.",https://www.bayut.eg/en/property/details-503121902.html,Apartment,980000,Nakheel,Nakheel,2,1,140,0,Cash,7000.0
"Duplex apartment for sale, 220 m, Rashidi (Sh Rashedi Pasha)",https://www.bayut.eg/en/property/details-503121739.html,Duplex,6900000,Roushdy,Roushdy,3,2,220,0,Cash,31363.64
Apartment for sale 137 m Smoha (Compound The One),https://www.bayut.eg/en/property/details-503121308.html,Apartment,8412080,The One,Smouha,2,2,137,2415635,Installments,61402.04
Elegant housing opportunity inside Alex West Compound in Alexandria,https://www.bayut.eg/en/property/details-503120894.html,Apartment,7700000,Alex West,Agami,3,2,153,385000,Installments,50326.8
Apartment (3) bedrooms steps from the Air Defense in Al-`Imi Al-Nakheel,https://www.bayut.eg/en/property/details-503120770.html,Apartment,970000,Nakheel,Nakheel,3,1,150,0,Cash,6466.67
"Apartment (3 bedrooms) in Alexandria, Palm Beach by the sea, with ultra-lux finish",https://www.bayut.eg/en/property/details-503120370.html,Apartment,1100000,Nakheel,Nakheel,3,1,120,0,Cash,9166.67
Apartment for sale in a prime location with integrated services inside Ahba Hayat,https://www.bayut.eg/en/property/details-503120280.html,Apartment,4700000,Abha Hayah,Montazah,3,3,225,2675000,Installments,20888.89
Apartment for sale 160 m in Sidi Gaber (Sh Dankhwaye).,https://www.bayut.eg/en/property/details-503120061.html,Apartment,4900000,Sidi Gaber,Sidi Gaber,3,2,160,0,Cash,30625.0
Apartment for sale 160 m in Smouha (Sh. Bahaa El-Din El-Getori),https://www.bayut.eg/en/property/details-503119686.html,Apartment,5850000,Smouha,Smouha,3,2,160,0,Cash,36562.5
"Ground floor apartment in Alexandria, Palm Beach near the Air Defense House, finishing the terrace [Tera Lux?] Lux",https://www.bayut.eg/en/property/details-503119499.html,Apartment,760000,Nakheel,Nakheel,2,1,110,0,Cash,6909.09
"Apartment in Alexandria, Shat Al-Nakhil Beach (one bedroom and a living room) A distinguished location in the heart of services, suitable for vacation and investment",https://www.bayut.eg/en/property/details-503118925.html,Apartment,480000,Nakheel,Nakheel,1,1,50,0,Cash,9600.0
